name,price,happyHour,rating,numRatings,categories,lat,long,checkins,url,fs_url
Tropix,$$,True,7.81,322,Bar,40.7302698126,-73.8636062305,3681,,https://foursquare.com/v/tropix/4b2332c7f964a520525424e3
The Throne,$$$,True,,,Lounge,40.7274764615,-73.8570537304,388,,https://foursquare.com/v/the-throne/525fb68f11d2eb81d321ccff
Mango's Lounge,$,False,,,Hookah Bar,40.6958060204,-74.0918119426,115,,https://foursquare.com/v/mangos-lounge/4e62fe8f1f6ef7d07af71ea9
Grand & Marin,,False,,,Speakeasy,40.7160646018,-74.042138568,108,,https://foursquare.com/v/grand--marin/51427d26e4b0f637646cbc9d
O'Hara's Downtown,$$,True,8.1,317,Bar,40.7215946855,-74.0408132309,3326,http://www.oharasdowntown.com,https://foursquare.com/v/oharas-downtown-jersey-city-nj/4685901ef964a52038481fe3
Hudson's Grill,$,False,7.45,102,Sandwich Place,40.7192862265,-74.0349437698,1533,http://eathg.com,https://foursquare.com/v/hudsons-grill/4ed7fb5729c216b5c9414152
Markers,$$$,False,6.48,328,New American Restaurant,40.7171684028,-74.0329929802,3518,http://markersrestaurant.com,https://foursquare.com/v/markers/4b338f93f964a520c51a25e3
Lamp Post Bar & Grille,$,True,7.91,243,Bar,40.7230928673,-74.0504633095,2532,http://www.lamppostjc.com,https://foursquare.com/v/lamp-post-bar--grille/46c77917f964a5201a4a1fe3
6th Borough,$$,True,,,Cocktail Bar,40.721292,-74.040878,87,,https://foursquare.com/v/6th-borough/532e2599498e3e89b0d9d85a
Third & Vine,$$,False,7.73,50,Wine Bar,40.7237445903,-74.0504288868,245,http://www.thirdandvine.com,https://foursquare.com/v/third--vine/52fec394498e5c1f7ad93ca6
The Dubliner,$$,True,7.17,475,Pub,40.7042547872,-74.0105172962,6821,http://dublinernyc.com,https://foursquare.com/v/the-dubliner/4a0c627df964a52028751fe3
Lucky 7's,$$,True,8.87,621,Bar,40.7228395384,-74.047497196,9027,http://www.lucky7tavern.com,https://foursquare.com/v/lucky-7s/45699170f964a520e73d1fe3
The Westin,,False,7.73,782,Hotel,40.7248862842,-74.035672442,9497,http://www.spg.com/foursquare/,https://foursquare.com/v/the-westin/4b5b0aa8f964a52063e028e3
Whiskey Tavern,$$,True,8.83,1170,Whisky Bar,40.7165580777,-74.0000867844,13494,http://www.whiskeytavernnyc.com,https://foursquare.com/v/whiskey-tavern/49c65aa8f964a52038571fe3
Hotel Chantelle,$$$,True,9.06,2692,Cocktail Bar,40.7185546571,-73.9889973789,24194,http://hotelchantelle.com,https://foursquare.com/v/hotel-chantelle/4cbcafab035d236aebebe64e
The DL,$$$$,True,9.19,1432,Lounge,40.7186621358,-73.9892556322,15412,http://thedl-nyc.com,https://foursquare.com/thedlnyc
La Esquina,$$$,False,9.45,5543,Mexican Restaurant,40.7214492219,-73.9976137877,32312,http://esquinanyc.com,https://foursquare.com/v/la-esquina/431e2d80f964a52079271fe3
Sweet and Vicious,$$,False,9.27,3457,Lounge,40.721291,-73.994262,27476,http://www.sweetandviciousnyc.com,https://foursquare.com/v/sweet-and-vicious/3fd66200f964a520e0e51ee3
Henry Public,$$$,False,9.51,1396,American Restaurant,40.690448,-73.99625505,8745,http://henrypublic.com,https://foursquare.com/v/henry-public/4ab6d694f964a520407920e3
Hunter's,$$,False,9.08,334,American Restaurant,40.6845921316,-73.9918148518,2073,http://huntersbrooklyn.com,https://foursquare.com/v/hunters/50a8eb15ebca5a8075bd652b
Angry Wade's,$,True,8.61,530,Sports Bar,40.684118,-73.9922590667,7294,,https://foursquare.com/v/angry-wades/40773900f964a52064f21ee3
two8two Bar & Burger,$$,False,8.85,702,Burger Joint,40.6887197205,-73.9895253631,4990,http://www.two8twoburger.com,https://foursquare.com/v/two8two-bar--burger/4db8989a8154ce84dc168e1c
Uncle Barry's,$,True,8.9,373,Bar,40.6812702113,-73.9772263973,4076,http://www.unclebarrys.com,https://foursquare.com/v/uncle-barrys-brooklyn-ny/4ebb2e7102d5a3de7915986c
No. 7,$$,False,9.36,1040,American Restaurant,40.685976,-73.973047,6990,http://www.no7restaurant.com,https://foursquare.com/v/no-7/4aa29b03f964a520f44120e3
Hanson Dry,$$,True,8.6,286,Bar,40.683419,-73.966372,2936,http://www.hansondrybrooklyn.com,https://foursquare.com/v/hanson-dry/4d0193d63be26dcbb87973e4
One Last Shag,$,True,9.09,586,Bar,40.687276885,-73.9569783211,5240,http://onelastshag.com,https://foursquare.com/v/one-last-shag/49c853f7f964a52015581fe3
Vodou Bar,$$,True,8.67,409,Lounge,40.6819308122,-73.9499512256,3401,http://www.vodoubar.com,https://foursquare.com/vodoubar
Spritzenhaus 33,$$,False,9.3,2758,Beer Garden,40.7232177517,-73.9527511597,20899,http://www.spritzenhaus33.com,https://foursquare.com/v/spritzenhaus-33/4da60c5d432dd03d359b8729
Berry Park,$$,True,9.51,3466,Bar,40.7224046404,-73.9552295208,25567,http://www.berryparkbk.com,https://foursquare.com/v/berry-park-brooklyn-ny/4a8e031cf964a520be1120e3
Output,$$,False,8.9,1350,Nightclub,40.7223215304,-73.9577461653,7836,http://outputclub.com,https://foursquare.com/v/output/50d8a9f3e4b02e408a52cd8b
posting pics,$,False,,,Hookah Bar,40.6839249673,-73.8459122566,4,,https://foursquare.com/v/posting-pics/51078583e4b00611b40c051e
Golds Gym of Jersey City,,False,6.58,133,Gym,40.721696,-74.083693,3904,,https://foursquare.com/v/golds-gym-of-jersey-city/4ba5b574f964a5205f1d39e3
Park Tavern,$,True,8.17,186,Bar,40.7206284853,-74.0818083308,2117,,https://foursquare.com/v/park-tavern/4c39f9f8dfb0e21eb449b1a8
The Brightside Tavern,$$,False,7.95,238,American Restaurant,40.7181219279,-74.0515533589,2128,http://www.brightsidetavern.com,https://foursquare.com/v/the-brightside-tavern/4e306eaab0fbb3b11122bb38
PJ Ryan's Tavern,$$,True,8.27,320,Sports Bar,40.7187529117,-74.0456899669,3730,http://facebook.com/pjryansjc,https://foursquare.com/v/pj-ryans-tavern/4e406768d4c0b124a8e3480b
Pint,$,True,8.9,408,Gay Bar,40.718889,-74.043618,4824,,https://foursquare.com/v/pint/4a3b9ffdf964a520a8a01fe3
The Bistro at Grove Square,$$,False,6.99,214,Restaurant,40.7199391545,-74.0428327885,1673,http://grovesquarejc.com,https://foursquare.com/v/the-bistro-at-grove-square/51bbd86e498ec72ab99890d2
O'Hara's Restaurant & Pub,$,True,8.82,430,Pub,40.7094667035,-74.0129184723,6650,http://oharaspubnyc.com,https://foursquare.com/v/oharas-restaurant-pub-new-york-ny/49f125dcf964a52091691fe3
PJ Clarkes,$$,False,8.66,1176,Burger Joint,40.7132401893,-74.0161800385,12080,,https://foursquare.com/v/pj-clarkes/4a01ee7bf964a52010711fe3
Skinner's Loft,$$$,False,9.03,851,American Restaurant,40.7205443918,-74.0437622368,7570,http://skinnersloft.com,https://foursquare.com/v/skinners-loft/49c39da7f964a52065561fe3
121 Fulton Street,$$,False,8.38,757,American Restaurant,40.7102267512,-74.0070914872,7962,http://bit.ly/UClgd7,https://foursquare.com/v/121-fulton-street/4e90f1d7cc2127f5dac5935a
Barcade,$,True,9.3,1401,Bar,40.7209549932,-74.044720367,15127,http://barcade.com/,https://foursquare.com/v/barcade/4dab2e8bf7b145b37020c870
Ward III,$$$,True,9.48,1724,Cocktail Bar,40.7158795296,-74.0085949486,14251,http://www.ward3tribeca.com,https://foursquare.com/wardlll
Locanda Verde,$$$$,False,9.7,3617,Italian Restaurant,40.7200408704,-74.0101156132,19142,http://www.locandaverdenyc.com,https://foursquare.com/v/locanda-verde/4a149749f964a52055781fe3
Bar San Miguel,$$$,False,7.05,52,Cocktail Bar,40.681525,-73.993972,290,,https://foursquare.com/v/bar-san-miguel/52abab14498edda7df00ccaf
The JakeWalk,$$,True,8.95,771,Cocktail Bar,40.6822849841,-73.9935598032,6539,http://www.thejakewalk.com,https://foursquare.com/v/the-jakewalk/4839ca56f964a52012501fe3
The Brooklyn Inn,$$,False,9.34,1052,Bar,40.6858795642,-73.9883890474,8325,,https://foursquare.com/v/the-brooklyn-inn/3fd66200f964a5206beb1ee3
Building on Bond,$$,False,9.27,1458,American Restaurant,40.6864185893,-73.9853024483,11394,http://buildingonbond.com,https://foursquare.com/v/building-on-bond/49ba5f96f964a52060531fe3
Sheep Station,$$,False,8.76,605,Australian Restaurant,40.6793033222,-73.981637,5660,http://sheepstation.net,https://foursquare.com/v/sheep-station/4586bb60f964a520be3f1fe3
4th Avenue Pub,$,False,9.34,994,Pub,40.6822888337,-73.9799869896,9365,http://www.beermenus.com/fourth-avenue-pub,https://foursquare.com/v/4th-avenue-pub/4587e9aef964a520cf3f1fe3
Mullane's,$$,True,8.87,835,Bar,40.6872258639,-73.9756538176,9036,http://www.mullanesbrooklyn.com,https://foursquare.com/v/mullanes/45548f85f964a5200f3d1fe3
Die Stammkneipe / Der Schwarze Kölner,$$,False,9.27,1174,Beer Garden,40.6858873358,-73.9734498887,9873,http://facebook.com/dskbrooklyn,https://foursquare.com/v/die-stammkneipe--der-schwarze-k%C3%B6lner/4a4f8105f964a52060af1fe3
The Fulton Grand,$$,True,8.99,570,Bar,40.682481,-73.96168,5849,,https://foursquare.com/v/the-fulton-grand/4c59f2a3f346c928a7e04dca
Brooklyn Bowl,,False,9.44,9452,Bowling Alley,40.7219178735,-73.9575452688,65725,http://www.brooklynbowl.com,https://foursquare.com/v/brooklyn-bowl/4a1afeb7f964a520b77a1fe3
Brooklyn Brewery,$$,True,9.6,3002,Brewery,40.7216997228,-73.957591188,28913,http://brooklynbrewery.com,https://foursquare.com/v/brooklyn-brewery/3fd66200f964a5205deb1ee3
Music Hall of Williamsburg,,False,9.52,3683,Music Venue,40.7192485474,-73.9617181343,29932,http://www.musichallofwilliamsburg.com,https://foursquare.com/v/music-hall-of-williamsburg/47048266f964a5204f4b1fe3
The Commodore,$,False,9.4,2613,American Restaurant,40.7140432473,-73.9559590816,17037,,https://foursquare.com/v/the-commodore/4bd254bd77b29c743da18e82
Harefield Road,$,True,9.38,1542,Bar,40.714838,-73.943462,13973,,https://foursquare.com/v/harefield-road/43bbc5fdf964a520f02c1fe3
The Anchored Inn,$$,True,9.19,518,Dive Bar,40.7091251274,-73.9371943474,4419,http://www.theanchoredinn.com,https://foursquare.com/v/the-anchored-inn/4d673f06ae912d4396048f09
Bushwick Tradesman,$$,True,8.93,391,Bar,40.7082885781,-73.9400492475,3128,http://bushwicktradesman.com,https://foursquare.com/v/bushwick-tradesman/4f50044ae4b03fbe28b12990
Woodhaven House,$$$,True,6.39,199,Pub,40.7219260164,-73.867314,1827,,https://foursquare.com/v/woodhaven-house/4a3da41ff964a52091a21fe3
London Lennie's,$$$,False,7.81,231,Seafood Restaurant,40.722175,-73.86747302,1969,http://www.londonlennies.com,https://foursquare.com/v/london-lennies/4b53a77df964a52079a627e3
Station House,$$,True,9.06,503,Beer Garden,40.7199653948,-73.8451139515,4097,http://foresthillsstationhouse.com,https://foursquare.com/fhstationhouse
Buffalo Wild Wings,$$,False,8.12,485,Wings Joint,40.7206155933,-73.8443960486,3551,http://www.buffalowildwings.com,https://foursquare.com/v/buffalo-wild-wings-forest-hills-ny/51d2ee985a2347d14627a5d2
5 Burro Cafe,$$,True,8.42,829,Bar,40.7193031959,-73.8424892856,5981,http://www.5burrocafe.com,https://foursquare.com/v/5-burro-cafe/4432ab7cf964a520f8311fe3
TGI Fridays,$$,False,8.2,616,American Restaurant,40.72113701,-73.84729062,6386,http://tgifridays.com,https://foursquare.com/v/tgi-fridays/4a9d71c6f964a520483820e3
Austin Public,$$,False,6.83,238,American Restaurant,40.7205066304,-73.8460271204,1792,http://theflyingpigforesthills.com,https://foursquare.com/v/austin-public/515f6488e4b0135e50d7c8ee
Exo Cafe,$$,False,8.48,383,American Restaurant,40.7208102768,-73.8463429954,3346,http://exocafe.com,https://foursquare.com/v/exo-cafe/4d6691591658721e1b2fc904
Banter,$$,True,7.82,193,Bar,40.7208534869,-73.8428568558,1278,,https://foursquare.com/v/banter/514522b8e4b039103723954f
Tap House,$,True,7.85,369,Sports Bar,40.719305,-73.842237,4278,,https://foursquare.com/v/tap-house/4b6899e3f964a52044822be3
The Irish Cottage,$,True,6.2,189,Pub,40.7195612088,-73.8426673275,2302,,https://foursquare.com/v/the-irish-cottage/4ad254bbf964a520f5e020e3
(aged.),$$$,False,7.07,335,Steakhouse,40.7206564175,-73.8456559181,3267,http://agednyc.com,https://foursquare.com/v/aged-forest-hills-ny/4af6eeb7f964a520330422e3
Keuka Kafe,$$,True,7.03,59,Wine Bar,40.718218279,-73.8366482734,420,,https://foursquare.com/v/keuka-kafe/512a68d1e4b040b1d6a9d5c5
The Samsung Lounge at Hannan's Pub,$,True,,,Sports Bar,40.7057864406,-74.1028646272,21,,https://foursquare.com/v/the-samsung-lounge-at-hannans-pub/532a4d9b498e0014b28ac0d4
R&Bz,$$,False,,,Bar,40.6548514714,-74.1259142932,432,,https://foursquare.com/v/rbz/4c60886613791b8d4dd04faf
Tilted Kilt,$$,True,6.91,121,Bar,40.714571075,-74.0430163836,1024,http://www.tiltedkilt.com,https://foursquare.com/v/tilted-kilt/5148b159e4b0d925fde2675a
Rooftop,,False,,,Lounge,40.7162277148,-74.0816362457,299,,https://foursquare.com/v/rooftop/4e9d0096d3e31270c8c1e6cc
The Merchant,$$,False,8.64,501,American Restaurant,40.7178403435,-74.0440204161,4846,http://www.themerchantnj.com,https://foursquare.com/v/the-merchant-jersey-city-nj/49ce6253f964a520375a1fe3
Satis Bistro,$$,False,8.69,385,Restaurant,40.7144112276,-74.0377020836,2867,http://www.satisbistro.com,https://foursquare.com/v/satis-bistro/4ceabeb2b4952d4322a863f5
Bavaria Bier Haus,$$,False,7.74,81,German Restaurant,40.704379,-74.010322,704,,https://foursquare.com/v/bavaria-bier-haus/52ad100d498eb6c1fda53c28
Bill's Bar & Burger Downtown,$$,False,8.39,231,Burger Joint,40.709775747,-74.0145492554,2179,http://www.billsbarandburger.com,https://foursquare.com/v/bills-bar--burger-downtown/51cde558011c221bf79219a0
Iron Monkey,$$,True,8.82,865,Bar,40.7158466865,-74.0358330938,8412,http://ironmonkey.com,https://foursquare.com/v/iron-monkey/465fe0d4f964a52056471fe3
Jeremy's Ale House,$,False,8.79,624,Dive Bar,40.707634,-74.00198,7139,http://www.jeremysalehouse.com,https://foursquare.com/v/jeremys-ale-house/3fd66200f964a520bce81ee3
Zeppelin Hall Biergarten,$$,True,9.03,3128,Beer Garden,40.7152090049,-74.0468589754,28293,http://www.zeppelinhall.com,https://foursquare.com/v/zeppelin-hall-biergarten/4a452221f964a520d8a71fe3
Canal Bar,$,True,8.57,375,Dive Bar,40.677882,-73.985852,4198,http://www.canalbar.com,https://foursquare.com/v/canal-bar/4328b980f964a520bf271fe3
Pacific Standard,$,True,9.31,970,Bar,40.6820379511,-73.9802280374,8908,http://www.pacificstandardbrooklyn.com,https://foursquare.com/v/pacific-standard/45f0c3cbf964a520c4431fe3
Dean Street,$$,True,9.06,542,Bar,40.679735,-73.965023,4310,http://deanstreetbrooklyn.com,https://foursquare.com/v/dean-street/4d3933e376d1a35dfd3d058e
Radegast Hall & Biergarten,$$,True,9.53,4935,Beer Garden,40.7165343771,-73.9614483645,37364,http://www.radegasthall.com,https://foursquare.com/radegasthallbk
NoBar,$,True,8.34,210,Bar,40.6778417117,-73.949836423,1941,,https://foursquare.com/v/nobar/4df510ce18a88611c6c248fa
Crown Victoria,$$,True,9.27,1453,Beer Garden,40.7140036462,-73.9656326249,10615,http://www.crownvicbar.com,https://foursquare.com/v/crown-victoria/4dcf439b52b1f8915bacf008
Dynaco,$$,True,8.89,242,Bar,40.6866506204,-73.9546006752,1305,,https://foursquare.com/v/dynaco/51971065498ef767dfaa6b6c
Battery Harris,$$,True,9.46,700,Bar,40.7175115334,-73.9492508769,3215,http://batteryharris.com,https://foursquare.com/v/battery-harris-brooklyn-ny/5195a1ba498ec4cd794eeb28
Lucky Dog,$$,True,9.37,1524,Bar,40.713517,-73.961712,13890,,https://foursquare.com/v/lucky-dog/4a723060f964a5208cda1fe3
The Knitting Factory,,False,9.23,1824,Rock Club,40.7142745593,-73.9558577294,16507,http://www.knittingfactory.com,https://foursquare.com/v/the-knitting-factory/4aa6ccdaf964a520064b20e3
Union Pool,$$,True,9.31,4288,Bar,40.7150130032,-73.9514636993,32714,http://union-pool.com,https://foursquare.com/v/union-pool/3fd66200f964a520c5f01ee3
S and T Liquor Store,,False,,,Wine Bar,40.679865,-73.871021,2,,https://foursquare.com/v/s-and-t-liquor-store/4f3247ac19836c91c7c818a3
Manor Oktoberfest,$$,False,8.35,299,German Restaurant,40.7173428128,-73.8569618446,2490,http://www.manoroktoberfest.com,https://foursquare.com/v/manor-oktoberfest/4b788f1ef964a520bcd62ee3
Cobblestone's Pub,$$,True,7.21,159,Pub,40.7150478244,-73.832581862,2005,,https://foursquare.com/v/cobblestones-pub/4b566539f964a520970e28e3
American Legion Post #19,$$,False,,,Bar,40.6705808458,-74.1129970551,92,,https://foursquare.com/v/american-legion-post-19/4c75a0a0604a3704c6478349
Gov'nors Beach Club And Beer Garden,$,True,,,Beer Garden,40.6934460072,-74.015182495,87,,https://foursquare.com/v/govnors-beach-club-and-beer-garden/50cf67aae4b0b76ce888d274
Lust NY,,False,,,Strip Club,40.6502298555,-74.0136446561,74,,https://foursquare.com/v/lust-ny/527dd07e498e49f6be4311a3
White Star,$$,True,8.22,279,American Restaurant,40.7134039998,-74.03974172,3529,http://www.facebook.com/whitestaratharbor,https://foursquare.com/v/white-star/4a4e89a5f964a5209eae1fe3
The White Horse Tavern,$,True,8.67,326,Bar,40.7035946042,-74.0126824379,4120,,https://foursquare.com/v/the-white-horse-tavern/4a523834f964a52068b11fe3
Shorty's,$$,False,8.57,244,Sandwich Place,40.7034710442,-74.0111026041,1838,,https://foursquare.com/v/shortys/518455a0498e0b8ab38ed574
Light Horse Tavern,$$$,False,8.78,615,American Restaurant,40.713899,-74.038108,5719,http://lighthorsetavern.com,https://foursquare.com/v/light-horse-tavern/47b71fcff964a520b14d1fe3
Surf City,$$,True,6.05,538,Bar,40.7117275677,-74.0428948402,5024,http://www.surfcitybar.com,https://foursquare.com/v/surf-city/4f2ddb794fc63140daca5bf7
Stout,$$,True,7.13,28,Bar,40.7079851715,-74.0067529199,309,http://stoutnyc.com,https://foursquare.com/v/stout/5355a5ca498e506aae75edb7
The Pickle Shack,$$,False,8.5,224,Vegetarian / Vegan Restaurant,40.6764615519,-73.9839068478,751,,https://foursquare.com/v/the-pickle-shack/5265b33c498ee06ddfc3c4ed
Excelsior,$$,True,8.45,343,Gay Bar,40.6708565259,-73.9850202337,4628,http://excelsiorbrooklyn.com,https://foursquare.com/v/excelsior/3fd66200f964a5209deb1ee3
200 Fifth,$$,True,8.9,1169,Sports Bar,40.6767387948,-73.9802222982,10544,http://200-fifth-hub.com,https://foursquare.com/v/200-fifth/437fbc80f964a520d22a1fe3
Die Koelner Bierhalle,$$,True,8.85,855,German Restaurant,40.6814516465,-73.9798951149,6731,http://thekbh.com,https://foursquare.com/v/die-koelner-bierhalle/4faacb247beb2f928306a2ee
Alchemy Restaurant & Bar,$$,False,9.21,869,American Restaurant,40.681319095,-73.9771288288,7357,http://alchemybrooklyn.com,https://foursquare.com/v/alchemy-restaurant--bar/46cb0dedf964a5202a4a1fe3
Woodland,$$,False,8.67,362,American Restaurant,40.6801534022,-73.9747756927,3533,http://woodlandnyc.com,https://foursquare.com/v/woodland-brooklyn-ny/4fb9985de4b0a2484f67868b
Sharlene's,$,True,9.13,686,Bar,40.677028,-73.972278,5995,,https://foursquare.com/v/sharlenes/4a18200af964a52084791fe3
Branded Saloon,$$,True,8.58,554,Whisky Bar,40.6794159204,-73.9681924981,5202,,https://foursquare.com/v/branded-saloon/4bf721834a67c928eb2123cf
739 Franklin Ave,$$,True,7.92,115,Bar,40.6734288274,-73.9569655375,1098,,https://foursquare.com/v/739-franklin-ave/4f373d7ae4b0a8273eb8f834
Glorietta Baldy,$$,True,9.02,204,Bar,40.6812238336,-73.9557123184,796,,https://foursquare.com/v/glorietta-baldy/5235f7238bbde65f65372b18
Baby's All Right,,False,9.19,489,Music Venue,40.7101594554,-73.96345728,3038,http://babysallright.com,https://foursquare.com/v/babys-all-right/5261525c11d2bf8a5e104a61
Barcade,$$,True,9.66,4508,Bar,40.7120718032,-73.951082028,33638,http://barcade.com/,https://foursquare.com/v/barcade/4158a980f964a5203c1d1fe3
Noorman's Kil,$$,True,9.29,1099,Whisky Bar,40.711369,-73.947794,7096,http://noormanskil.com,https://foursquare.com/v/noormans-kil/4e52d190091aa2eef14de455
Duck Duck,$$,True,8.91,1038,Bar,40.7074202157,-73.9428218524,9747,http://www.duckduckbar.com,https://foursquare.com/v/duck-duck/457430b9f964a520913e1fe3
The Graham,$,True,9.08,334,Bar,40.7082370913,-73.9432523776,2444,,https://foursquare.com/v/the-graham/501c7c17e4b01ea6a1cc3648
Wreck Room Bar,$,True,8.26,628,Dive Bar,40.7027938019,-73.9336600502,6347,,https://foursquare.com/v/wreck-room-bar/4a93ab58f964a520d71f20e3
Locals Sports Bar And Grill,$,False,,,Sports Bar,40.7122934754,-73.8890159169,27,,https://foursquare.com/v/locals-sports-bar-and-grill/51451715e4b016fae73f156a
Pat's Sports Bar,$,True,6.93,29,Sports Bar,40.7128104233,-73.8789672822,522,,https://foursquare.com/v/pats-sports-bar/4c3935bb93db0f47fa262392
Acey Ducey's,$$$,True,,,Speakeasy,40.7106475729,-73.8512303789,81,,https://foursquare.com/v/acey-duceys/52cc5ea3498e37814dd2c43d
Austin's Ale House,$$,True,8.42,518,Pub,40.7094221833,-73.830125,4944,http://www.austinsteakandalehouse.com,https://foursquare.com/v/austins-ale-house/4acbf386f964a5206fc820e3
Jouvay Nightclub,$$$,True,6.89,42,Nightclub,40.696112656,-73.8041146436,297,http://www.jouvaynightclub.com,https://foursquare.com/v/jouvay-nightclub/4f93815de4b06ce8586591d5
Air Bar,$,True,5.58,92,Sports Bar,40.6991387487,-73.8080380321,1573,,https://foursquare.com/v/air-bar/4dcda8d07d8b975f18bb38f7
Starting Point Bar & Grill,$$,False,7.04,90,Bar,40.6476900028,-74.1410650783,1067,,https://foursquare.com/v/starting-point-bar--grill/4bca6cb93740b713b3e16065
Brennan's Pub,,False,,,Bar,40.7001720547,-74.0977828819,343,,https://foursquare.com/v/brennans-pub/4e2f7a8ffa7614797de444fc
The Mojo Lounge,$,True,6.75,81,Dive Bar,40.7087949654,-74.095564,1228,,https://foursquare.com/v/the-mojo-lounge/4c203800b4e62d7fc0e1e093
Burrito Bar,$$,False,6.62,471,Mexican Restaurant,40.6303020619,-74.1088524216,4750,,https://foursquare.com/v/burrito-bar/4be60a50bcef2d7fa3bb04e5
Afternoones Restaurant,$$,True,,,Bar,40.630865,-74.103391225,976,,https://foursquare.com/v/afternoones-restaurant/4bd49f2729eb9c74690092e1
The Rock Pub & Grill,$$,True,,,Bar,40.653232,-74.127119,1550,,https://foursquare.com/v/the-rock-pub--grill/4b539f38f964a520ffa427e3
ACE'S OASIS,,False,,,Strip Club,40.6872181979,-74.1049867601,218,,https://foursquare.com/v/aces-oasis/520040d5498eaf113d73501c
Anna's Luv Shack,,False,,,Strip Club,40.7001237831,-74.097834503,251,,https://foursquare.com/v/annas-luv-shack/4ed8116693ad464d25b0dafb
The Venice Restaurant,$$,True,7.4,111,Bar,40.653214,-74.125465,1739,,https://foursquare.com/v/the-venice-restaurant/4b6f443df964a52015e82ce3
Bigg Matt's Love Shack,$$$,False,,,Speakeasy,40.655834198,-74.12474823,339,,https://foursquare.com/v/bigg-matts-love-shack/4eae49694690615f26f13101
Rye Whiskey Bar,$$,False,7.18,34,Bar,40.6508183597,-74.1247558556,878,,https://foursquare.com/v/rye-whiskey-bar/4c903dcc590ab1f736ffe57d
The Vic,$$$,True,,,Speakeasy,40.6500568021,-74.1253121359,187,,https://foursquare.com/v/the-vic/526c48f711d2e1b5f42984a1
Hendricksons,$$,True,5.62,65,Bar,40.670210589,-74.1130131483,709,,https://foursquare.com/v/hendricksons/4ba431dff964a520e68a38e3
Three Jolly Pigeons,$$,False,7.29,126,Bar,40.6365775921,-74.0257978363,1407,,https://foursquare.com/v/three-jolly-pigeons/4aac5162f964a520765d20e3
the lookout,$$,False,,,Wine Bar,40.6689901933,-74.1105500757,85,,https://foursquare.com/v/the-lookout/52d2abd6498eb9910673796c
18 and Echo,$$$,False,,,Speakeasy,40.6594339321,-74.1192101665,127,,https://foursquare.com/v/18-and-echo/50553589e4b04ed4f108f377
ZZ Bar and Grill,$$,False,,,Bar,40.644034,-74.072814,37,,https://foursquare.com/v/zz-bar-and-grill/51cf95e8498ef8740b88c22a
Ketel One Club,$$$,True,,,Lounge,40.6955559459,-74.071259223,4,,https://foursquare.com/v/ketel-one-club/521a3ae011d28b06205f9500
Nurnberger Bierhalle,$,True,,,Beer Garden,40.634763,-74.109416,75,,https://foursquare.com/v/nurnberger-bierhalle/53083d7b498e366512e21379
Jody's Club Forest,$$,False,7.35,108,Bar,40.6309118799,-74.1019985607,1631,,https://foursquare.com/v/jodys-club-forest/4bbaa33db35776b09c35cb01
Big Apple,$,True,6.62,180,Sports Bar,40.6610374201,-74.1204603983,1874,http://www.bigapplesportspalace.com,https://foursquare.com/v/big-apple/4bb7de5c53649c748c6946fb
Black Dog Bar & Grill,$$,True,6.42,170,Bar,40.630939,-74.101967,1806,http://www.blackdogsi.com,https://foursquare.com/v/black-dog-bar--grill/4bb14faff964a520748b3ce3
Ruddy & Dean,$$,False,5.57,29,Bar,40.6440559721,-74.0767088085,460,,https://foursquare.com/v/ruddy--dean/42644a00f964a5202b211fe3
Pair of Jack's Pub,$$,True,5.75,93,Bar,40.6748506297,-74.1088008035,2265,,https://foursquare.com/v/pair-of-jacks-pub/4bdc7b323904a59393604e9e
Sixpoint Brewery,$$,False,6.94,130,Brewery,40.6739734484,-74.0117854611,459,http://sixpoint.com,https://foursquare.com/v/sixpoint-brewery-brooklyn-ny/4a33ed4bf964a5206d9b1fe3
Lot 13 Long Bar & Restaurant,$$,True,7.92,95,Bar,40.659387203,-74.1192216366,819,,https://foursquare.com/v/lot-13-long-bar--restaurant/5054f350e4b0f42fb6fc98b9
Windy City Ale House,$$,True,8.3,121,Sports Bar,40.6282325231,-74.0291315054,746,,https://foursquare.com/v/windy-city-ale-house/512967d1e4b01eb932845b7a
Adobe Blues,$$,False,8.47,402,Mexican Restaurant,40.6433007455,-74.0954541807,4312,http://www.facebook.com/pages/Adobe-Blues/309946888575,https://foursquare.com/v/adobe-blues/4b2053c0f964a520a33024e3
Flagship Brewing Co.,$$,False,,,Brewery,40.6366342,-74.0759914,20,,https://foursquare.com/v/flagship-brewing-co/53532ac911d296177f43b388
Steiny's Pub,$$,True,7.11,58,Bar,40.6422193017,-74.0765539277,1005,,https://foursquare.com/v/steinys-pub/4a3bc85ef964a520c0a01fe3
Melody Lanes,,False,8.31,290,Bowling Alley,40.6527661942,-74.0030917633,3397,http://www.melodylanesny.com,https://foursquare.com/v/melody-lanes/3fd66200f964a52000f11ee3
TGI Fridays,$$,False,6.97,305,American Restaurant,40.66227802,-74.10740137,2917,http://tgifridays.com,https://foursquare.com/v/tgi-fridays/4e984bb1f5b9dd852fc8f0ed
Yellow Hook Grille,$,True,6.5,183,Pub,40.6347035862,-74.0262912919,1550,http://www.yellowhookgrillenyc.com,https://foursquare.com/v/yellow-hook-grille/4ad2673bf964a5206de120e3
Longbow Pub & Pantry,$$,False,8.1,205,Gastropub,40.632409,-74.027492,1534,http://www.longbownyc.com,https://foursquare.com/v/longbow-pub--pantry/4b43e5e2f964a52084ed25e3
